,X,rt,trial_index,subject,form_assignment,stimulus,button_pressed,stimNum,topic,form,response,numeric_response
1211,1542,1355,12,mfv6klcovc,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1212,1543,1033,13,mfv6klcovc,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1213,1544,1412,14,mfv6klcovc,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1214,1545,868,15,mfv6klcovc,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1215,1546,1551,16,mfv6klcovc,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1216,1547,1108,17,mfv6klcovc,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1217,1548,1082,18,mfv6klcovc,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1218,1549,1439,19,mfv6klcovc,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1219,1550,1062,20,mfv6klcovc,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1220,1551,983,21,mfv6klcovc,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1221,1552,867,22,mfv6klcovc,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1222,1553,1066,23,mfv6klcovc,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1223,1554,1304,24,mfv6klcovc,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1224,1555,1469,25,mfv6klcovc,conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1225,1562,1723,2,mtb8awg13x,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1226,1563,1023,3,mtb8awg13x,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1227,1564,823,4,mtb8awg13x,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1228,1565,1708,5,mtb8awg13x,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1229,1566,1005,6,mtb8awg13x,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1230,1567,1549,7,mtb8awg13x,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1231,1568,1211,8,mtb8awg13x,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1232,1569,927,9,mtb8awg13x,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1233,1570,1217,10,mtb8awg13x,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1234,1571,1235,11,mtb8awg13x,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1235,1572,972,12,mtb8awg13x,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1236,1573,755,13,mtb8awg13x,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1237,1574,974,14,mtb8awg13x,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1238,1575,1088,15,mtb8awg13x,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1239,1576,2723,16,mtb8awg13x,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1240,1577,1565,17,mtb8awg13x,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1241,1578,1370,18,mtb8awg13x,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1242,1579,1433,19,mtb8awg13x,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1243,1580,804,20,mtb8awg13x,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1244,1581,866,21,mtb8awg13x,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1245,1582,5581,22,mtb8awg13x,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1246,1583,1063,23,mtb8awg13x,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1247,1584,1364,24,mtb8awg13x,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1248,1585,968,25,mtb8awg13x,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1249,1592,9383,2,mwpjlrzbf8,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1250,1593,4731,3,mwpjlrzbf8,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1251,1594,2957,4,mwpjlrzbf8,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1252,1595,10366,5,mwpjlrzbf8,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1253,1596,1927,6,mwpjlrzbf8,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1254,1597,1934,7,mwpjlrzbf8,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1255,1598,2038,8,mwpjlrzbf8,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1256,1599,4727,9,mwpjlrzbf8,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1257,1600,2878,10,mwpjlrzbf8,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1258,1601,3727,11,mwpjlrzbf8,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1259,1602,5461,12,mwpjlrzbf8,conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1260,1603,1529,13,mwpjlrzbf8,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1261,1604,2213,14,mwpjlrzbf8,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1262,1605,2102,15,mwpjlrzbf8,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1263,1606,1383,16,mwpjlrzbf8,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1264,1607,2934,17,mwpjlrzbf8,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1265,1608,1949,18,mwpjlrzbf8,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1266,1609,1791,19,mwpjlrzbf8,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1267,1610,2934,20,mwpjlrzbf8,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1268,1611,1526,21,mwpjlrzbf8,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1269,1612,3037,22,mwpjlrzbf8,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1270,1613,4022,23,mwpjlrzbf8,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1271,1614,1702,24,mwpjlrzbf8,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1272,1615,1294,25,mwpjlrzbf8,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1273,1622,6319,2,nxcuqemky2,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1274,1623,2533,3,nxcuqemky2,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1275,1624,1312,4,nxcuqemky2,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1276,1625,2134,5,nxcuqemky2,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1277,1626,2024,6,nxcuqemky2,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1278,1627,2001,7,nxcuqemky2,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1279,1628,2270,8,nxcuqemky2,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
1280,1629,1830,9,nxcuqemky2,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1281,1630,1698,10,nxcuqemky2,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1282,1631,1568,11,nxcuqemky2,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1283,1632,950,12,nxcuqemky2,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1284,1633,945,13,nxcuqemky2,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1285,1634,1806,14,nxcuqemky2,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1286,1635,1371,15,nxcuqemky2,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1287,1636,1138,16,nxcuqemky2,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1288,1637,1450,17,nxcuqemky2,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1289,1638,3174,18,nxcuqemky2,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1290,1639,2038,19,nxcuqemky2,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1291,1640,1444,20,nxcuqemky2,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1292,1641,2184,21,nxcuqemky2,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1293,1642,2265,22,nxcuqemky2,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1294,1643,2939,23,nxcuqemky2,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1295,1644,1541,24,nxcuqemky2,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1296,1645,1014,25,nxcuqemky2,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1297,1652,4063,2,ozq860ar1b,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1298,1653,3687,3,ozq860ar1b,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1299,1654,2096,4,ozq860ar1b,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1300,1655,4504,5,ozq860ar1b,non_conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1301,1656,1336,6,ozq860ar1b,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1302,1657,4287,7,ozq860ar1b,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1303,1658,3592,8,ozq860ar1b,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1304,1659,4336,9,ozq860ar1b,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1305,1660,1824,10,ozq860ar1b,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1306,1661,1847,11,ozq860ar1b,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1307,1662,1439,12,ozq860ar1b,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1308,1663,1567,13,ozq860ar1b,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1309,1664,1583,14,ozq860ar1b,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1310,1665,1943,15,ozq860ar1b,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1311,1666,4191,16,ozq860ar1b,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1312,1667,1159,17,ozq860ar1b,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1313,1668,1247,18,ozq860ar1b,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1314,1669,1327,19,ozq860ar1b,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1315,1670,2911,20,ozq860ar1b,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1316,1671,1087,21,ozq860ar1b,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1317,1672,1143,22,ozq860ar1b,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1318,1673,1175,23,ozq860ar1b,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1319,1674,2631,24,ozq860ar1b,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1320,1675,3711,25,ozq860ar1b,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1321,1682,2462,2,pgh3v5nxah,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1322,1683,1437,3,pgh3v5nxah,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1323,1684,1791,4,pgh3v5nxah,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1324,1685,1143,5,pgh3v5nxah,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1325,1686,1480,6,pgh3v5nxah,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
1326,1687,2398,7,pgh3v5nxah,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1327,1688,1336,8,pgh3v5nxah,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1328,1689,1574,9,pgh3v5nxah,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
1329,1690,1198,10,pgh3v5nxah,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1330,1691,1483,11,pgh3v5nxah,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1331,1692,1654,12,pgh3v5nxah,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1332,1693,1600,13,pgh3v5nxah,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1333,1694,1837,14,pgh3v5nxah,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1334,1695,1446,15,pgh3v5nxah,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1335,1696,1224,16,pgh3v5nxah,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1336,1697,1534,17,pgh3v5nxah,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1337,1698,2871,18,pgh3v5nxah,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1338,1699,1527,19,pgh3v5nxah,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1339,1700,3912,20,pgh3v5nxah,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1340,1701,2021,21,pgh3v5nxah,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1341,1702,1206,22,pgh3v5nxah,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1342,1703,1085,23,pgh3v5nxah,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1343,1704,1477,24,pgh3v5nxah,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1344,1705,1332,25,pgh3v5nxah,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1345,1712,4315,2,pjznuto1ag,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
1346,1713,2172,3,pjznuto1ag,non_conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
1347,1714,3499,4,pjznuto1ag,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
1348,1715,4323,5,pjznuto1ag,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
1349,1716,2716,6,pjznuto1ag,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
1350,1717,2160,7,pjznuto1ag,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1351,1718,2461,8,pjznuto1ag,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
1352,1719,1958,9,pjznuto1ag,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
1353,1720,1615,10,pjznuto1ag,non_conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
1354,1721,2426,11,pjznuto1ag,non_conventional,<p>My laptop is broken.</p>,0,5,laptop,nonconventional,request,1
1355,1722,1503,12,pjznuto1ag,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
1356,1723,1771,13,pjznuto1ag,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
1357,1724,3596,14,pjznuto1ag,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
1358,1725,2039,15,pjznuto1ag,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
1359,1726,2007,16,pjznuto1ag,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
1360,1727,1365,17,pjznuto1ag,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
1361,1728,1370,18,pjznuto1ag,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
1362,1729,2262,19,pjznuto1ag,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
1363,1730,2474,20,pjznuto1ag,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
1364,1731,1363,21,pjznuto1ag,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
1365,1732,1304,22,pjznuto1ag,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1366,1733,3772,23,pjznuto1ag,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
1367,1734,1665,24,pjznuto1ag,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
1368,1735,1017,25,pjznuto1ag,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1369,1742,6521,2,pt1f79y3fy,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
1370,1743,3911,3,pt1f79y3fy,non_conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
1371,1744,2407,4,pt1f79y3fy,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
1372,1745,2757,5,pt1f79y3fy,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
1373,1746,1751,6,pt1f79y3fy,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
1374,1747,2377,7,pt1f79y3fy,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
